14
swrad 525
swrad 1337
swrad 1243
basin_cfs 1
runoff 1
basin_tmax 1
basin_tmin 1
basin_actet 1
potet 2894
precip 1
basin_ppt 1
hru_ppt 525
hru_ppt 1337
hru_ppt 1243
1 2002 10 1 0 0 0 249.540237 271.495483 266.917267 55.354948 2.700000 57.016154 35.176732 0.221467 0.159906 0.081000 0.200673 0.202129 0.208625 0.208803 
2 2002 10 2 0 0 0 223.757462 243.855255 239.671600 43.014046 2.700000 38.016154 30.176732 0.094515 0.072518 0.900000 2.229698 2.245879 2.318051 2.320028 
3 2002 10 3 0 0 0 445.463745 486.303497 477.816376 32.669329 2.800000 41.016154 32.176732 0.219566 0.172932 0.000000 0.000000 0.000000 0.000000 0.000000 
4 2002 10 4 0 0 0 484.468842 529.796753 520.392273 26.955940 2.800000 53.016154 36.176732 0.344118 0.288649 0.000000 0.000000 0.000000 0.000000 0.000000 
5 2002 10 5 0 0 0 448.303619 491.102356 482.236664 22.827716 2.600000 51.016154 36.176732 0.292380 0.254585 0.000000 0.000000 0.000000 0.000000 0.000000 
6 2002 10 6 0 0 0 474.368500 520.570984 511.014893 19.862712 2.400000 59.016154 41.176732 0.390714 0.349060 0.000000 0.000000 0.000000 0.000000 0.000000 
7 2002 10 7 0 0 0 469.327332 515.955566 506.325775 17.654031 2.800000 59.016154 41.176732 0.362049 0.344274 0.000000 0.000000 0.000000 0.000000 0.000000 
8 2002 10 8 0 0 0 464.294342 511.340454 501.638397 16.038329 2.500000 65.016154 44.176732 0.409174 0.394029 0.000000 0.000000 0.000000 0.000000 0.000000 
9 2002 10 9 0 0 0 459.271210 506.727234 496.954376 14.792299 2.400000 67.016154 43.176732 0.356513 0.394507 0.000000 0.000000 0.000000 0.000000 0.000000 
10 2002 10 10 0 0 0 454.259552 502.117432 492.275269 13.839380 2.300000 68.016154 47.176732 0.320102 0.418507 0.000000 0.000000 0.000000 0.000000 0.000000 
11 2002 10 11 0 0 0 449.261047 497.512695 487.602661 13.089132 2.200000 71.016154 39.176732 0.230412 0.383392 0.000000 0.000000 0.000000 0.000000 0.000000 
12 2002 10 12 0 0 0 444.277405 492.914581 482.938171 12.490549 2.100000 59.016154 32.176732 0.135077 0.269396 0.000000 0.000000 0.000000 0.000000 0.000000 
